ISO-code,Country or Area,Region,Donor,Agency,Year,Category,Technology,Sub-technology,Finance Group,Finance Type,Amount (2020 USD million)
DOM,Dominican Republic,Central America and the Caribbean,United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.305355474
DOM,Dominican Republic,Central America and the Caribbean,International Finance Corporation,International Finance Corporation,2017,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,18.94863081
DOM,Dominican Republic,Central America and the Caribbean,Inter-American Development Bank,Ordinary Capital,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,39.0
DOM,Dominican Republic,Central America and the Caribbean,Japan,Ministry of Foreign Affairs,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.074014
DOM,Dominican Republic,Central America and the Caribbean,France,Proparco,2017,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,15.22219488
ECU,Ecuador,South America,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.933782738
ECU,Ecuador,South America,Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.161834335
ECU,Ecuador,South America,Japan,Japanese International Co-operation Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.05821477
ECU,Ecuador,South America,Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,6.783565
ECU,Ecuador,South America,Development Bank of Latin America,Development Bank of Latin America,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,50.0
ECU,Ecuador,South America,UNDP,UNDP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.005043409
ECU,Ecuador,South America,UNDP,UNDP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.027059669
ECU,Ecuador,South America,UNDP,UNDP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.019211863
ECU,Ecuador,South America,Spain,Public Universities,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.012026101
ECU,Ecuador,South America,Spain,Public Universities,2016,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.003565432
ECU,Ecuador,South America,Spain,Public Universities,2016,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.00251232
ECU,Ecuador,South America,Spain,Public Universities,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.002938404
ECU,Ecuador,South America,Spain,Public Universities,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.003519988
ECU,Ecuador,South America,Spain,Public Universities,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.002847573
ECU,Ecuador,South America,Spain,Spanish Agency for International Development Co-operation,2017,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.229694753
ECU,Ecuador,South America,Spain,Spanish Agency for International Development Co-operation,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.036041
ECU,Ecuador,South America,UNDP,UNDP,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.007160194
ECU,Ecuador,South America,Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,9.304769683
ECU,Ecuador,South America,Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.145387462
ECU,Ecuador,South America,Korea,Korea International Cooperation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.040635659
ECU,Ecuador,South America,Korea,Miscellaneous,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.826431399
ECU,Ecuador,South America,Korea,Korea International Cooperation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.124419
ECU,Ecuador,South America,Korea,Miscellaneous,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,2.674004
ECU,Ecuador,South America,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,78.16962183
ECU,Ecuador,South America,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,20.84523249
ECU,Ecuador,South America,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,20.84523249
ECU,Ecuador,South America,Germany,Federal State of Baden-Württemberg,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.023577643
ECU,Ecuador,South America,Netherlands,FMO,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,15.70901953
ECU,Ecuador,South America,Netherlands,FMO,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,0.010297063
ECU,Ecuador,South America,UNDP,UNDP,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.010363207
ECU,Ecuador,South America,UNDP,UNDP,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,7.45547e-05
ECU,Ecuador,South America,UNDP,UNDP,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.02251702
ECU,Ecuador,South America,France,French Development Agency,2017,Renewables,Renewable hydropower,Renewable hydropower,Debt,Concessional loan,10.84084127
ECU,Ecuador,South America,IDB Invest,IDB Invest,2016,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,10.42261624
ECU,Ecuador,South America,Inter-American Development Bank,Inter-American Development Bank,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,68.17516225
ECU,Ecuador,South America,Inter-American Development Bank,Inter-American Development Bank,2016,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.104226162
ECU,Ecuador,South America,Inter-American Development Bank,Ordinary Capital,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.208452325
ECU,Ecuador,South America,Inter-American Development Bank,Ordinary Capital,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.013445175
ECU,Ecuador,South America,Inter-American Development Bank,Inter-American Development Bank,2017,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.153637547
ECU,Ecuador,South America,Inter-American Development Bank,Inter-American Development Bank,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.5
ECU,Ecuador,South America,United Kingdom,Foreign & Commonwealth Office,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.013770961
ECU,Ecuador,South America,United Kingdom,Foreign & Commonwealth Office,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.014064817
ECU,Ecuador,South America,United Kingdom,Foreign & Commonwealth Office,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.017997652
ECU,Ecuador,South America,Germany,Federal State of Baden-Württemberg,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.02326154
SLV,El Salvador,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.010646515
SLV,El Salvador,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.048267977
SLV,El Salvador,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.102095128
SLV,El Salvador,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.146150355
SLV,El Salvador,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.099332
SLV,El Salvador,Central America and the Caribbean,Iceland,Ministry of Foreign Affairs,2018,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.330639997
SLV,El Salvador,Central America and the Caribbean,IDB Invest,IDB Invest,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,29.42948587
SLV,El Salvador,Central America and the Caribbean,OPEC Fund for International Development,OPEC Fund,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,25.60625786
SLV,El Salvador,Central America and the Caribbean,Iceland,Ministry of Foreign Affairs,2019,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.085507
SLV,El Salvador,Central America and the Caribbean,Iceland,Ministry of Foreign Affairs,2020,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.211524229
SLV,El Salvador,Central America and the Caribbean,Iceland,Ministry of Foreign Affairs,2020,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.116787196
SLV,El Salvador,Central America and the Caribbean,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,15.63392437
SLV,El Salvador,Central America and the Caribbean,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,20.84523249
SLV,El Salvador,Central America and the Caribbean,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,20.94535937
SLV,El Salvador,Central America and the Caribbean,Netherlands,FMO,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,23.56352929
SLV,El Salvador,Central America and the Caribbean,Netherlands,FMO,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,0.003142578
SLV,El Salvador,Central America and the Caribbean,United States,U.S. International Development Finance Corporation,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,52.11450052
SLV,El Salvador,Central America and the Caribbean,United States,U.S. International Development Finance Corporation,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,48.46648548
SLV,El Salvador,Central America and the Caribbean,United States,U.S. International Development Finance Corporation,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,51.59335551
SLV,El Salvador,Central America and the Caribbean,Inter-American Development Bank,Ordinary Capital,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.292179267
SLV,El Salvador,Central America and the Caribbean,France,Proparco,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,31.19773372
SLV,El Salvador,Central America and the Caribbean,France,Proparco,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,2.047634252
GRD,Grenada,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.012965603
GRD,Grenada,Central America and the Caribbean,Caribbean Development Bank,Caribbean Development Bank,2017,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.347630557
GRD,Grenada,Central America and the Caribbean,Caribbean Development Bank,Caribbean Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.2372471
GRD,Grenada,Central America and the Caribbean,UNDP,UNDP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.016388005
GRD,Grenada,Central America and the Caribbean,Germany,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.2015
GRD,Grenada,Central America and the Caribbean,Korea,Korea International Cooperation Agency,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.078599495
GRD,Grenada,Central America and the Caribbean,Australia,Australian Government,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.030062843
GTM,Guatemala,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.039956192
GTM,Guatemala,Central America and the Caribbean,Spain,Public Universities,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.003565432
GTM,Guatemala,Central America and the Caribbean,Spain,Public Universities,2016,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.003565432
GTM,Guatemala,Central America and the Caribbean,Spain,Public Universities,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.002570556
GTM,Guatemala,Central America and the Caribbean,Spain,Public Universities,2019,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.00254
GTM,Guatemala,Central America and the Caribbean,Spain,Public Universities,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.003436
GTM,Guatemala,Central America and the Caribbean,Germany,German Investment and Development Company,2019,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,18.98305
GTM,Guatemala,Central America and the Caribbean,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,10.42261624
GTM,Guatemala,Central America and the Caribbean,Netherlands,FMO,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Mezzanine Finance,Other hybrid instruments,2.161989928
GTM,Guatemala,Central America and the Caribbean,Netherlands,FMO,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,11.22955185
GTM,Guatemala,Central America and the Caribbean,Netherlands,FMO,2019,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,18.8
GTM,Guatemala,Central America and the Caribbean,United States,Trade and Development Agency,2017,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.860222791
GTM,Guatemala,Central America and the Caribbean,UNDP,UNDP,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.007400058
GTM,Guatemala,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2016,Renewables,Bioenergy,Solid biofuels,Grants,Standard grant,0.437749882
GTM,Guatemala,Central America and the Caribbean,Austria,"Provincial governments, local communities",2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.011672133
GTM,Guatemala,Central America and the Caribbean,Canada,Global Affairs Canada,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.213498222
GTM,Guatemala,Central America and the Caribbean,France,Proparco,2016,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,0.096857127
GTM,Guatemala,Central America and the Caribbean,France,Proparco,2019,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,18.8
GUY,Guyana,South America,Japan,Japanese International Co-operation Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.940600733
GUY,Guyana,South America,Japan,Ministry of Foreign Affairs,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,8.523327976
GUY,Guyana,South America,UNDP,UNDP,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.034202948
GUY,Guyana,South America,Islamic Development Bank,Islamic Development Bank,2019,Renewables,Renewable hydropower,Renewable hydropower,Debt,Standard loan,14.63
GUY,Guyana,South America,Global Green Growth Institute,Green Growth Planning and Implementation,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.0412898
GUY,Guyana,South America,Global Green Growth Institute,Green Growth Planning and Implementation,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.208723724
GUY,Guyana,South America,Inter-American Development Bank,Fund for Special Operations-Ordinary Capital,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,20.75759737
GUY,Guyana,South America,Inter-American Development Bank,Inter-American Development Bank,2018,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,0.343344002
GUY,Guyana,South America,Inter-American Development Bank,Inter-American Development Bank,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,1.460896334
HTI,Haiti,Central America and the Caribbean,France,COOP DECENTRAL/MAE,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.030886848
HTI,Haiti,Central America and the Caribbean,France,COOP DECENTRAL/MAE,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.339952289
HTI,Haiti,Central America and the Caribbean,Japan,Ministry of Foreign Affairs,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.713341169
HTI,Haiti,Central America and the Caribbean,UNDP,UNDP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.03269407
HTI,Haiti,Central America and the Caribbean,Spain,Comunidad Foral de Navarra,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.034050012
HTI,Haiti,Central America and the Caribbean,Spain,Spanish Agency for International Development Co-operation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.082683
HTI,Haiti,Central America and the Caribbean,Luxembourg,Ministry of Foreign and European Affairs,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.033119626
HTI,Haiti,Central America and the Caribbean,Italy,Earmarked fiscal flows to NGOs & religious organisations,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.207704284
HTI,Haiti,Central America and the Caribbean,UNDP,UNDP,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.091600205
HTI,Haiti,Central America and the Caribbean,France,French Development Agency,2020,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.023120325
HTI,Haiti,Central America and the Caribbean,France,French Development Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.339952289
HTI,Haiti,Central America and the Caribbean,Canada,Global Affairs Canada,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.100140599
HTI,Haiti,Central America and the Caribbean,OPEC Fund for International Development,OPEC Fund,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.364791569
HTI,Haiti,Central America and the Caribbean,OPEC Fund for International Development,OPEC Fund,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.307275094
HTI,Haiti,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,23.625
HTI,Haiti,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2019,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,8.0
HTI,Haiti,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.3
HTI,Haiti,Central America and the Caribbean,Norway,Ministry of Foreign Affairs,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,7.903486932
HTI,Haiti,Central America and the Caribbean,Norway,Ministry of Foreign Affairs,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.448102708
HTI,Haiti,Central America and the Caribbean,International Development Association,IDA,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,1.947861779
HTI,Haiti,Central America and the Caribbean,Climate Investment Funds,Strategic Climate Fund - SREP,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,6.8
HTI,Haiti,Central America and the Caribbean,Climate Investment Funds,Strategic Climate Fund - SREP,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.7
HTI,Haiti,Central America and the Caribbean,Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.460896334
HTI,Haiti,Central America and the Caribbean,Green Climate Fund,Private Sector Facility,2020,Renewables,Multiple renewables,Multiple renewables,Mezzanine Finance,Subordinated loan,8.18101947
HTI,Haiti,Central America and the Caribbean,Climate Investment Funds,Strategic Climate Fund - SREP,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,8.829037709
HTI,Haiti,Central America and the Caribbean,Climate Investment Funds,Strategic Climate Fund - SREP,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,11.26675346
HND,Honduras,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.008724881
HND,Honduras,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.007643015
HND,Honduras,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.00691
HND,Honduras,Central America and the Caribbean,France,Proparco,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,33.60483673
HND,Honduras,Central America and the Caribbean,Spain,Public Universities,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.002570556
HND,Honduras,Central America and the Caribbean,Spain,Spanish Agency for International Development Co-operation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.307619
HND,Honduras,Central America and the Caribbean,Spain,Spanish Agency for International Development Co-operation,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.286297
HND,Honduras,Central America and the Caribbean,Czech Republic,Ministry of Foreign Affairs,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.00966958
HND,Honduras,Central America and the Caribbean,OPEC Fund for International Development,OPEC Fund,2017,Renewables,Wind energy,Wind energy n.e.s.,Debt,Standard loan,5.121251572
HND,Honduras,Central America and the Caribbean,Korea,Ministry of Strategy and Finance,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.216607736
HND,Honduras,Central America and the Caribbean,Netherlands,FMO,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,17.29591942
HND,Honduras,Central America and the Caribbean,Netherlands,FMO,2017,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,10.99631367
HND,Honduras,Central America and the Caribbean,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,30.60117004
HND,Honduras,Central America and the Caribbean,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,6.472116045
HND,Honduras,Central America and the Caribbean,Netherlands,FMO,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,13.61448359
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.150160028
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2016,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.207931194
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,6.297909977
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,38.01308592
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2020,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,17.53075601
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Ordinary Capital,2020,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,1.558289423
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2016,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.336650505
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.811272827
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.015658939
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Ordinary Capital,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.249644
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2019,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.1125
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2020,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.109567225
HND,Honduras,Central America and the Caribbean,Inter-American Development Bank,Small Enterprise Development Facility,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.146089633
HND,Honduras,Central America and the Caribbean,Norway,NORFUND,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,5.944079266
HND,Honduras,Central America and the Caribbean,Norway,NORFUND,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Mezzanine Finance,Subordinated loan,7.850650946
HND,Honduras,Central America and the Caribbean,Norway,NORFUND,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,1.358726379
HND,Honduras,Central America and the Caribbean,France,Proparco,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,14.5589424
HND,Honduras,Central America and the Caribbean,France,Proparco,2017,Renewables,Wind energy,Onshore wind energy,Debt,Standard loan,4.566658463
HND,Honduras,Central America and the Caribbean,United States,U.S. International Development Finance Corporation,2016,Renewables,Geothermal energy,Geothermal energy,Debt,Standard loan,143.3545802
HND,Honduras,Central America and the Caribbean,Climate Investment Funds,Strategic Climate Fund - SREP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,7.681877357
HND,Honduras,Central America and the Caribbean,Climate Investment Funds,Strategic Climate Fund - SREP,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,7.004428981
JAM,Jamaica,Central America and the Caribbean,Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.010035885
JAM,Jamaica,Central America and the Caribbean,Romania,ROAID,2018,Renewables,Wind energy,Wind energy n.e.s.,Grants,Standard grant,0.057732803
JAM,Jamaica,Central America and the Caribbean,United Arab Emirates,Abu Dhabi Fund for Development,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,2.922190032
JAM,Jamaica,Central America and the Caribbean,Netherlands,FMO,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,23.67970717
JAM,Jamaica,Central America and the Caribbean,United States,Trade and Development Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.451673116
JAM,Jamaica,Central America and the Caribbean,United States,Trade and Development Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.128769717
JAM,Jamaica,Central America and the Caribbean,United States,Trade and Development Agency,2017,Renewables,Wind energy,Wind energy n.e.s.,Grants,Standard grant,0.891397686
JAM,Jamaica,Central America and the Caribbean,United States,Agency for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.916066422
JAM,Jamaica,Central America and the Caribbean,UNDP,UNDP,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.013508753
JAM,Jamaica,Central America and the Caribbean,UNDP,UNDP,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.001919783
JAM,Jamaica,Central America and the Caribbean,UNDP,UNDP,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.03729
JAM,Jamaica,Central America and the Caribbean,Inter-American Development Bank,Ordinary Capital,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,15.63392437
JAM,Jamaica,Central America and the Caribbean,Inter-American Development Bank,Ordinary Capital,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.354368952
JAM,Jamaica,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2018,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,0.343344002
JAM,Jamaica,Central America and the Caribbean,Inter-American Development Bank,Inter-American Development Bank,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.125
