ISO-code,Country or Area,Region,Donor,Agency,Year,Category,Technology,Sub-technology,Finance Group,Finance Type,Amount (2020 USD million)
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,0.583189666
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2019,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,4.882123571
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,0.680387943
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,0.777586221
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,0.155517244
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,3.110344884
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,1.185818987
EUE,European Union (27),Europe,EU Institutions,European Investment Bank,2020,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,2.332758663
XMX,Multilateral,Multilateral,Norway,Nordic Investment Bank,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Bonds,9.87481157
XMX,Multilateral,Multilateral,Netherlands,FMO,2017,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,0.004290443
XMX,Multilateral,Multilateral,Netherlands,FMO,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Equity,Shares in collective investment vehicles,0.005028125
XMX,Multilateral,Multilateral,Netherlands,FMO,2019,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,0.15
XMX,Multilateral,Multilateral,Korea,Export-Import Bank of Korea,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Bonds,74.39736131
XMX,Multilateral,Multilateral,France,French Development Agency,2018,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,0.014419892
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,EU Institutions,European Investment Bank,2018,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,0.310378781
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,5.852060343
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,0.685744571
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,2.316136711
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,1.771844761
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2019,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,3.75
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,14.12160539
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,International Finance Corporation,International Finance Corporation,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,0.070608744
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,Sweden,Swedish International Development Authority,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,4.66949493
XME,Residual/unallocated ODA: Western Asia and Northern Africa,Middle East,Food and Agriculture Organisation,FAO,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.178065
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Japanese International Co-operation Agency,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.248679101
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Japanese International Co-operation Agency,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.536658314
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Japanese International Co-operation Agency,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.224757474
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Japanese International Co-operation Agency,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.676563964
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Japanese International Co-operation Agency,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.432689
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Other ministries,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.44643
XDX,"Unspecified, developing countries","Unspecified, developing countries",Japan,Other ministries,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.436903065
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Finance,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.453261
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Central administration,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.008455217
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Ministry of the Environment and Protection of Land and Sea,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.28184817
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry for Economic Affairs and Energy,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.035707065
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2018,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.295134368
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Ministry of the Environment and Protection of Land and Sea,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.597224
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2018,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.073142758
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Green Growth Institute,Green Investment Services,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.967749594
XDX,"Unspecified, developing countries","Unspecified, developing countries",Hungary,Ministry for Innovation and Technology,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.100992061
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Finance,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.655928
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2018,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.008848956
XDX,"Unspecified, developing countries","Unspecified, developing countries",France,COOP DECENTRAL/MAE,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.034318946
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry for Economic Affairs and Energy,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.056111102
XDX,"Unspecified, developing countries","Unspecified, developing countries",Denmark,Ministry of Foreign Affairs,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.003798355
XDX,"Unspecified, developing countries","Unspecified, developing countries",France,Miscellaneous,2019,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,20.150006
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Finance,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.092354
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2018,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.271730309
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Central administration,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.057363238
XDX,"Unspecified, developing countries","Unspecified, developing countries",Denmark,Investment Fund For Developing Countries,2019,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,10.200924
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Direzione Generale per la Cooperazione allo Sviluppo,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.033822162
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Direzione Generale per la Cooperazione allo Sviluppo,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.033583
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Direzione Generale per la Cooperazione allo Sviluppo,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.218037221
XDX,"Unspecified, developing countries","Unspecified, developing countries",Italy,Direzione Generale per la Cooperazione allo Sviluppo,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.080152
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.050859662
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.087211429
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.175886211
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.021418776
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.049014691
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.171483308
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.170422636
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.172997965
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.174472383
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.06889935
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.136237
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry of Education and Research,2017,Renewables,Bioenergy,Bioenergy n.e.s.,Grants,Standard grant,0.740294766
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Cantons and municipalities,2017,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.005063572
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Federal Office for the Environment,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.301649073
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Federal Office for the Environment,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.25156
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Federal Administration (various departments),2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.201099382
XDX,"Unspecified, developing countries","Unspecified, developing countries",Switzerland,Federal Administration (various departments),2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.268331
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,FM of Sustainability and Tourism,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.583621428
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,FM of Sustainability and Tourism,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.07968656
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,FM of Sustainability and Tourism,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.223889
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,Austrian Development Bank,2020,Renewables,Multiple renewables,Multiple renewables,Debt,Concessional loan,16.67558066
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Environment Facility,GEF Trust Fund,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.635491
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Environment Facility,GEF Trust Fund,2019,Renewables,Solar energy,Off-grid Solar photovoltaic,Grants,Standard grant,1.635491
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Environment Facility,GEF Trust Fund,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.053079233
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Environment Facility,GEF Trust Fund,2020,Renewables,Solar energy,Off-grid Solar photovoltaic,Equity,Shares in collective investment vehicles,3.503229409
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Environment Facility,GEF Trust Fund,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Shares in collective investment vehicles,3.503229409
XDX,"Unspecified, developing countries","Unspecified, developing countries",Global Environment Facility,GEF Trust Fund,2020,Renewables,Wind energy,Wind energy n.e.s.,Equity,Shares in collective investment vehicles,3.503229409
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.002136347
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Federal Ministry for Economic Affairs and Energy,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,17.73183095
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,11.194448
XDX,"Unspecified, developing countries","Unspecified, developing countries",Finland,Ministry of Foreign Affairs,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.026968641
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.459745727
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.793698959
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.061214728
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.027479
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.425582439
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.727613
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,German Investment and Development Company,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,10.57838
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,"Federal Min. for the Env., Nature Conservation and Nuclear Safety",2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,4.454927
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,0.239720174
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2019,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.100089
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2019,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.480939
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2020,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.032515821
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,24.10176024
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,13.23595364
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department of Energy and Climate Change,2016,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,5.829049456
XDX,"Unspecified, developing countries","Unspecified, developing countries",Denmark,Ministry of Foreign Affairs,2016,Renewables,Wind energy,Wind energy n.e.s.,Grants,Standard grant,1.229881457
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department of Energy and Climate Change,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,10.40158968
XDX,"Unspecified, developing countries","Unspecified, developing countries",EU Institutions,European Investment Bank,2018,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,0.136259475
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department of Energy and Climate Change,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,47.11274637
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2019,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.317053
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,35.150565
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.143989531
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.658783851
XDX,"Unspecified, developing countries","Unspecified, developing countries",Canada,FinDev Canada,2018,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,19.90598633
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2019,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,2.047191
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2020,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,1.026774549
XDX,"Unspecified, developing countries","Unspecified, developing countries",EU Institutions,European Investment Bank,2019,Renewables,Solar energy,Off-grid Solar photovoltaic,Debt,Standard loan,0.305132723
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.119445
XDX,"Unspecified, developing countries","Unspecified, developing countries",Canada,FinDev Canada,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,9.973625
XDX,"Unspecified, developing countries","Unspecified, developing countries",Canada,FinDev Canada,2019,Renewables,Wind energy,Wind energy n.e.s.,Equity,Common equity,9.973625
XDX,"Unspecified, developing countries","Unspecified, developing countries",Iceland,Ministry of Foreign Affairs,2020,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.02106332
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.433499268
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2018,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,2.167494389
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2017,Renewables,Geothermal energy,Geothermal energy,Grants,Standard grant,0.085266675
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2017,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.956764082
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2016,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.030516708
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.993664
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,20.2274886
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,Austrian Development Agency,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Grants,Standard grant,0.05803556
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.867440892
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.119175
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,Austrian Development Bank,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,4.62036038
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,Austrian Development Bank,2020,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.070037564
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.166535456
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,0.130297507
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,1.302972136
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2018,Renewables,Renewable hydropower,Renewable hydropower,Grants,Standard grant,1.217627743
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,12.17627353
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.209546
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,3.459386
XDX,"Unspecified, developing countries","Unspecified, developing countries",United Kingdom,Department for International Development,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.068308
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,52.11308122
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,20.84523249
XDX,"Unspecified, developing countries","Unspecified, developing countries",Austria,Austrian Development Bank,2019,Renewables,Solar energy,Off-grid Solar photovoltaic,Mezzanine Finance,Subordinated loan,9.49681
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,62.53569746
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,125.0713949
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,36.14042182
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2016,Renewables,Solar energy,On-grid Solar photovoltaic,Debt,Standard loan,260.5654061
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,2.304928013
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,4.335044
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.147552
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,Ministry of Foreign Affairs of the Netherlands,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,46.09856123
XDX,"Unspecified, developing countries","Unspecified, developing countries",International Finance Corporation,International Finance Corporation,2019,Renewables,Solar energy,On-grid Solar photovoltaic,Equity,Common equity,5.0
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,FMO,2016,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,0.868647191
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,FMO,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,49.7452285
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,FMO,2018,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,2.441206925
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,FMO,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Shares in collective investment vehicles,5.822809905
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,FMO,2017,Renewables,Multiple renewables,Multiple renewables,Equity,Common equity,30.28698965
XDX,"Unspecified, developing countries","Unspecified, developing countries",Netherlands,FMO,2019,Renewables,Multiple renewables,Multiple renewables,Debt,Standard loan,0.203421815
XDX,"Unspecified, developing countries","Unspecified, developing countries",United States,State Department,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.018850611
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.276816967
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2018,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.235661533
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2017,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.107507625
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.219931
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.103479
XDX,"Unspecified, developing countries","Unspecified, developing countries",Germany,Foreign Office,2019,Renewables,Multiple renewables,Multiple renewables,Grants,Standard grant,0.150131
